index,Category,brand,model,colour,product description,price in INR,rating,review
,Electronics,POCO,F6 5G Special Edition Variant #2181,Asteroid Black,"The Poco F6 5G Special Edition is an advanced performance budget smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 8300 Ultra chipset with 12GB LPDDR5X RAM with generous 512GB UFS 4.0 storage. It features a 6.7-inch Super Retina XDR OLED display with ProMotion 120Hz adaptive refresh rate and outdoor peak 2000 nits, a versatile camera array with a 48MP main sensor with sensor-shift OIS, 12MP 5x tetraprism optical zoom telephoto, and 12MP ultrawide, and a 4422mAh battery with MagSafe 15W wireless charging and high efficiency battery optimization.",32180,4.4,Top-notch camera setup with exceptional portrait modes and zoom capability. Software runs smooth without any stutters. Keep in mind that there is no expandable microSD card slot or 3.5mm headphone jack.
,Electronics,POCO,X6 Pro 5G Special Edition Variant #2182,Ocean Cyan,"The Poco X6 Pro 5G Special Edition is an advanced performance budget smartphone offering optimized hardware and clean performance. Driven by the Qualcomm Snapdragon 8s Gen 3 chipset with 16GB heavy-multitasking LPDDR5X RAM and 512GB UFS 4.0 storage. It features a 6.7-inch Super Actua LTPO OLED display with 1-120Hz variable refresh rate and 2400 nits peak brightness, a versatile camera array with a 50MP primary camera with OIS, 48MP ultrawide with macro focus, and 48MP telephoto with 5x optical zoom, and a 5050mAh battery with 30W wired charging and 23W wireless charging capability.",27181,4.4,"Solid battery endurance paired with rapid charging. Handles demanding mobile titles without thermal throttling. However, the camera bump on the back is quite prominent."
,Electronics,Samsung,Galaxy A55 5G Special Edition Variant #2183,Peach Fuzz,"The Samsung Galaxy A55 5G Special Edition is an advanced mid-range smartphone offering optimized hardware and clean performance. Driven by the Exynos 1480 (4nm) chipset with 16GB flagship LPDDR5X RAM paired with massive 1TB UFS 4.0 storage. It features a 6.82-inch 2K 120Hz Curved LTPO AMOLED display with 4500 nits peak brightness and Dolby Vision, a versatile camera array with a 50MP Sony LYT-808 primary sensor, 64MP periscope telephoto (3x optical, 120x digital), and 48MP ultrawide with Hasselblad color tuning, and a 5400mAh dual-cell battery supported by 100W SUPERVOOC fast charging (0-100% in 26 mins) and 50W AIRVOOC wireless.",43182,4.4,"Sleek aesthetic design that turns heads. System software is intuitive, responsive, and packed with practical AI features. Though curved display edges occasionally trigger accidental palm touches."
,Electronics,Samsung,Galaxy A35 5G Special Edition Variant #2184,Phantom Black,"The Samsung Galaxy A35 5G Special Edition is an advanced budget mid-range smartphone offering optimized hardware and clean performance. Driven by the Qualcomm Snapdragon 6 Gen 1 chipset with LPDDR5 RAM and UFS 3.1 high-speed storage. It features a 6.78-inch 1.5K 144Hz 8T LTPO AMOLED display with 3000 nits brightness and 2160Hz PWM dimming, a versatile camera array with a 1-inch 50MP Sony LYT-900 primary camera with stepless variable aperture (f/1.63-f/4.0) co-engineered with Leica, and a 5000mAh graphite battery with 120W FlashCharge (0-100% in ~27 mins).",31183,4.4,"Extremely satisfied with the purchase! The camera quality is outstanding, especially in low light, and the battery comfortably lasts over a day. However, the phone is slightly heavy for single-handed use."
,Electronics,Samsung,Galaxy M55 5G Special Edition Variant #2185,Titanium Gray,"The Samsung Galaxy M55 5G Special Edition is an advanced budget mid-range smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 7050 chipset with LPDDR5X RAM paired with 256GB UFS 4.0 internal storage. It features a 6.67-inch 1.5K 120Hz CrystalRes AMOLED display with Dolby Vision and Gorilla Glass Victus, a versatile camera array with a 50MP 1-inch Sony IMX989 sensor with OIS, 50MP ZEISS APO Floating Telephoto with 4.3x optical zoom and ZEISS T* anti-reflective coating, and a 5500mAh dual-cell battery with 120W SUPERVOOC superfast charging.",27184,4.4,Blazing fast performance for daily multitasking and heavy gaming. The display is vibrant and easily readable under bright sunlight. Though the secondary ultrawide camera could be slightly better in low light.
,Electronics,OnePlus,Nord 4 5G Special Edition Variant #2186,Natural Titanium,"The OnePlus Nord 4 5G Special Edition is an advanced mid-range smartphone offering optimized hardware and clean performance. Driven by the Exynos 1480 (4nm) chipset with 12GB LPDDR5X ultra-fast RAM and 256GB UFS 4.0 storage. It features a 6.7-inch 120Hz Flexible AMOLED screen with 1300 nits brightness and iconic transparent Glyph LED interface, a versatile camera array with a 50MP Sony LYT-808 main camera with OIS, 50MP telephoto portrait lens (2x optical zoom), and Next AI image processing, and a 5200mAh silicon-carbon high density battery with 100W wired and 66W wireless charging.",33185,4.4,"Great value for money smartphone in this price point. Clean UI experience and fast charging makes daily usage hassle-free. On the downside, charging speed could be slightly faster compared to rivals."
,Electronics,OnePlus,Nord CE 4 5G Special Edition Variant #2187,Oasis Green,"The OnePlus Nord CE 4 5G Special Edition is an advanced budget mid-range smartphone offering optimized hardware and clean performance. Driven by the Qualcomm Snapdragon 6 Gen 1 chipset with 12GB LPDDR5X RAM with generous 512GB UFS 4.0 storage. It features a 6.6-inch FHD+ 120Hz Super AMOLED display with Knox Vault security and Vision Booster, a versatile camera array with a 50MP primary sensor with OIS, 50MP ultrawide with macro mode, and 64MP periscope telephoto with 3x optical zoom, and a 5500mAh heavy-duty battery with 100W SUPERVOOC charging maintaining health over 4 years.",27186,4.4,"The build quality feels high-end and comfortable to hold. Photos taken with the main lens are sharp with natural color tones. However, a fast wall adapter is not included inside the box."
,Electronics,Redmi,Note 13 Pro+ 5G Special Edition Variant #2188,Midnight Blue,"The Redmi Note 13 Pro+ 5G Special Edition is an advanced mid-range smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 7200 Pro chipset with 16GB heavy-multitasking LPDDR5X RAM and 512GB UFS 4.0 storage. It features a 6.74-inch 1.5K 120Hz Ultra Clear AMOLED with Aqua Touch wet-finger technology and 2150 nits brightness, a versatile camera array with a Dual 50MP rear camera sensors (Primary OIS + 114-degree Ultrawide) powered by Ultra XDR photography engine, and a 5000mAh battery with 90W Turbo Charge support included in the box.",34187,4.4,Incredible display clarity and high refresh rate make scrolling and gaming super smooth. Charging speed is amazingly fast. Though system software comes with a few preinstalled apps that require manual uninstalling.
,Electronics,Redmi,Note 13 Pro 5G Special Edition Variant #2189,Sunset Orange,"The Redmi Note 13 Pro 5G Special Edition is an advanced budget mid-range smartphone offering optimized hardware and clean performance. Driven by the Snapdragon 7s Gen 2 chipset with 16GB flagship LPDDR5X RAM paired with massive 1TB UFS 4.0 storage. It features a 6.67-inch 1.5K 3D Curved AMOLED with 120Hz refresh rate, 1800 nits peak brightness and IP68 protection, a versatile camera array with a 200MP Samsung ISOCELL HP3 camera with OIS, 4x in-sensor lossless zoom, 8MP ultrawide, and 2MP macro lens, and a 5000mAh battery supporting 33W fast charging and 5W reverse wired charging.",27188,4.4,Top-notch camera setup with exceptional portrait modes and zoom capability. Software runs smooth without any stutters. Keep in mind that there is no expandable microSD card slot or 3.5mm headphone jack.
,Electronics,Redmi,Note 13 5G Special Edition Variant #2190,Emerald Green,"The Redmi Note 13 5G Special Edition is an advanced budget smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 7300 5G chipset with LPDDR5 RAM and UFS 3.1 high-speed storage. It features a 6.8-inch QHD+ 120Hz Dynamic AMOLED 2X display with 2600 nits peak brightness and Gorilla Armor, a versatile camera array with a 200MP OIS primary sensor, 50MP periscope telephoto with 5x optical zoom, 10MP 3x telephoto, and 12MP ultrawide, and a 5000mAh battery with 45W wired fast charging, 15W wireless charging, and reverse wireless support.",19189,4.4,"Solid battery endurance paired with rapid charging. Handles demanding mobile titles without thermal throttling. However, the camera bump on the back is quite prominent."
,Electronics,Honor,200 Pro 5G Special Edition Variant #2191,Starlight Silver,"The Honor 200 Pro 5G Special Edition is an advanced upper mid-range smartphone offering optimized hardware and clean performance. Driven by the Qualcomm Snapdragon 7+ Gen 3 chipset with LPDDR5X RAM paired with 256GB UFS 4.0 internal storage. It features a 6.7-inch Super Retina XDR OLED display with ProMotion 120Hz adaptive refresh rate and outdoor peak 2000 nits, a versatile camera array with a 48MP main sensor with sensor-shift OIS, 12MP 5x tetraprism optical zoom telephoto, and 12MP ultrawide, and a 4422mAh battery with MagSafe 15W wireless charging and high efficiency battery optimization.",62190,4.4,"Sleek aesthetic design that turns heads. System software is intuitive, responsive, and packed with practical AI features. Though curved display edges occasionally trigger accidental palm touches."
,Electronics,Honor,200 5G Special Edition Variant #2192,Glacier White,"The Honor 200 5G Special Edition is an advanced mid-range smartphone offering optimized hardware and clean performance. Driven by the Exynos 1480 (4nm) chipset with 12GB LPDDR5X ultra-fast RAM and 256GB UFS 4.0 storage. It features a 6.7-inch Super Actua LTPO OLED display with 1-120Hz variable refresh rate and 2400 nits peak brightness, a versatile camera array with a 50MP primary camera with OIS, 48MP ultrawide with macro focus, and 48MP telephoto with 5x optical zoom, and a 5050mAh battery with 30W wired charging and 23W wireless charging capability.",38191,4.4,"Extremely satisfied with the purchase! The camera quality is outstanding, especially in low light, and the battery comfortably lasts over a day. However, the phone is slightly heavy for single-handed use."
,Electronics,Nothing,CMF by  Phone 1 Special Edition Variant #2193,Asteroid Black,"The CMF by Nothing Phone 1 Special Edition is an advanced budget smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 7300 5G chipset with 12GB LPDDR5X RAM with generous 512GB UFS 4.0 storage. It features a 6.82-inch 2K 120Hz Curved LTPO AMOLED display with 4500 nits peak brightness and Dolby Vision, a versatile camera array with a 50MP Sony LYT-808 primary sensor, 64MP periscope telephoto (3x optical, 120x digital), and 48MP ultrawide with Hasselblad color tuning, and a 5400mAh dual-cell battery supported by 100W SUPERVOOC fast charging (0-100% in 26 mins) and 50W AIRVOOC wireless.",18192,4.4,Blazing fast performance for daily multitasking and heavy gaming. The display is vibrant and easily readable under bright sunlight. Though the secondary ultrawide camera could be slightly better in low light.
,Electronics,Realme,12 Pro+ 5G Special Edition Variant #2194,Ocean Cyan,"The Realme 12 Pro+ 5G Special Edition is an advanced mid-range smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 7200 Pro chipset with 16GB heavy-multitasking LPDDR5X RAM and 512GB UFS 4.0 storage. It features a 6.78-inch 1.5K 144Hz 8T LTPO AMOLED display with 3000 nits brightness and 2160Hz PWM dimming, a versatile camera array with a 1-inch 50MP Sony LYT-900 primary camera with stepless variable aperture (f/1.63-f/4.0) co-engineered with Leica, and a 5000mAh graphite battery with 120W FlashCharge (0-100% in ~27 mins).",32193,4.4,"Great value for money smartphone in this price point. Clean UI experience and fast charging makes daily usage hassle-free. On the downside, charging speed could be slightly faster compared to rivals."
,Electronics,Realme,P1 Pro 5G Special Edition Variant #2195,Peach Fuzz,"The Realme P1 Pro 5G Special Edition is an advanced budget smartphone offering optimized hardware and clean performance. Driven by the MediaTek Dimensity 6080 chipset with 16GB flagship LPDDR5X RAM paired with massive 1TB UFS 4.0 storage. It features a 6.67-inch 1.5K 120Hz CrystalRes AMOLED display with Dolby Vision and Gorilla Glass Victus, a versatile camera array with a 50MP 1-inch Sony IMX989 sensor with OIS, 50MP ZEISS APO Floating Telephoto with 4.3x optical zoom and ZEISS T* anti-reflective coating, and a 5500mAh dual-cell battery with 120W SUPERVOOC superfast charging.",22194,4.4,"The build quality feels high-end and comfortable to hold. Photos taken with the main lens are sharp with natural color tones. However, a fast wall adapter is not included inside the box."
